aff_raw,count
"School of Intelligence Science and Technology, Peking University",63
"Gaoling School of Artificial Intelligence, Renmin University of China, Beijing, China",63
National Engineering Research Center for Big Data Technology and System,63
Cohere For AI,63
"School of Computer Science, Peking University, Beijing, China",63
CAS Center for Excellence in Brain Science and Intelligence Technology,63
University of Ottawa,63
"School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore",62
Sony,62
VISA,62
Huawei,62
"Key Laboratory of New Generation Artificial Intelligence Technology and Its Interdisciplinary Applications (Southeast University), Ministry of Education, China",62
Electrical Engineering & Computer Science Department,62
"School of Computer Science and Engineering, Key Laboratory of Computer Network and Information Integration, Ministry of Education, Southeast University, China",62
"Wangxuan Institute of Computer Technology, Peking University, Beijing, China",61
Jagiellonian University,61
University of Mannheim,61
Tencent Inc.,61
"FNii, CUHKSZ",61
Tencent PCG ARC Lab,61
"Imperial College London, Imperial College London",61
", Chinese Academy of Sciences",61
"School of Software, Tsinghua University, Beijing, China",61
Xi'an Jiaotong-Liverpool University,61
AI,61
"Wangxuan Institute of Computer Technology, Peking University, China",61
"Monash University, Australia",61
Mitsubishi Electric Research Labs,61
QualComm,61
"School of Computer Science, Tel Aviv University",60
"Pengcheng Laboratory, Shenzhen, China",60
"Queen Mary, University of London",60
"Westlake University, China",60
Oak Ridge National Laboratory,60
Microsoft Cloud,60
Lund University,60
Amazon AWS AI,60
Sogang University,60
"YouTu Lab, Tencent",60
Queensland University of Technology,60
"Institute of Artificial Intelligence, Xiamen University",60
National Institute of Advanced Industrial Science and Technology (AIST),60
"Institute of Advanced Technology, Westlake Institute for Advanced Study",60
"Max-Planck-Institute for Intelligent Systems, Max-Planck Institute",59
"Microsoft Research, Redmond",59
University of Tokyo,59
"Fujian Key Laboratory of Sensing and Computing for Smart Cities, Xiamen University",59
"Northwestern University, Northwestern University",59
IIT Kanpur,59
Concordia University,59
Huawei Cloud,59
Beijing National Research Center for Information Science and Technology (BNRist),59
Deepmind,59
"School of Computing, KAIST",59
"Preferred Networks, Inc.",59
TU Wien,59
"Key Lab of Intelligent Information Processing of Chinese Academy of Sciences (CAS), Institute of Computing Technology, CAS, Beijing 100190, China",58
University of Exeter,58
Uppsala University,58
University of Illinois at Urbana-Champaign (UIUC),58
Keio University,58
Zhengzhou University,58
"School of Computer Science and Engineering, Southeast University, Nanjing, China",58
"College of Information Science and Electronic Engineering, Zhejiang University",58
"School of Computer Science and Technology, Soochow University, Suzhou, China",58
Sorbonne Université,58
"I2R, A*STAR",58
NetEase Fuxi AI Lab,57
Booz Allen Hamilton,57
Heriot-Watt University,57
Chongqing University of Post and Telecommunications,57
Amazon Alexa,57
National Research Council Canada,57
State Key Laboratory of Computer Science,57
"the University of Hong Kong, University of Hong Kong",57
"Department of Computer Science and Technology, BNRist",57
"Institute of Image Communication and Network Engineering, Shanghai Jiao Tong University",57
"Indraprastha Institute of Information Technology, Delhi",57
"School of Electronic, Electrical and Communication Engineering, University of Chinese Academy of Sciences",57
"University of Illinois at Urbana-Champaign, USA",57
Cisco,56
"Department of Computer Science, University of Wisconsin, Madison",56
"Key Laboratory of Aerospace Information Security and Trusted Computing, Ministry of Education, School of Cyber Science and Engineering, Wuhan University",56
Canada CIFAR AI Chair,56
Harvard Medical School,56
Midea Group,56
"Key Laboratory of Aerospace Information Security and Trusted Computing, Ministry of Education, School of Cyber Science and Engineering, Wuhan University, China",56
Argo AI,56
Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,56
Hasso Plattner Institute,56
"Mohamed bin Zayed University of Artificial Intelligence, UAE",56
Bar Ilan University,56
University of Modena and Reggio Emilia,56
Wuhan University of Technology,56
"School of Artificial Intelligence, Jilin University",56
Google AI,56
Zhejiang Gongshang University,56
"College of Computing and Data Science, Nanyang Technological University, Singapore",55
"Department of Computing, Imperial College London, UK",55
MIIT Key Laboratory of Pattern Analysis and Machine Intelligence,55
Nanjing University of Posts and Telecommunications,55
"School of Software, Tsinghua University",55
"Data61, CSIRO",55
Ruprecht-Karls-Universität Heidelberg,55
Albert-Ludwigs-Universität Freiburg,55
"School of Cyber Science and Technology, University of Science and Technology of China",55
Nagoya University,55
"School of Computer Science, Wuhan University, Wuhan, China",55
Nanjing university,55
Peking University Shenzhen Graduate School,55
Tomorrow Advancing Life,55
"Mila, HEC Montreal",55
Graphcore,55
"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",55
Central China Normal University,55
Ecole Normale Superieure,55
"Electronic Information School, Wuhan University",54
Facebook Reality Labs,54
"Zhejiang University, Hangzhou, China",54
Huawei Technologies,54
"Department of Automation, Tsinghua University, Beijing, China",54
"Department of Artificial Intelligence, Korea University",54
Universität Stuttgart,54
Télécom Paris,54
"Harbin Institute of Technology, China",54
Uber Advanced Technologies Group,54
VinUniversity,54
Niantic,54
"NLP Group, DCST, IAI, BNRIST, Tsinghua University",54
Kuaishou,54
Tsinghua Shenzhen International Graduate School,54
ByteDance Research,54
University of Aberdeen,53
Huazhong Agricultural University,53
"Aerospace Information Research Institute, Chinese Academy of Sciences",53
"School of Information and Communication Engineering, Dalian University of Technology, China",53
"CUHK-SenseTime Joint Laboratory, The Chinese University of Hong Kong",53
Instituto Superior Técnico,53
"School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China",53
University of Leeds,53
"ETH Zurich, Switzerland",53
West Virginia University,53
University of Houston,53
Samsung Advanced Institute of Technology,53
"Samsung Advanced Institute of Technology (SAIT), South Korea",53
Microsoft Research Cambridge,53
University of Haifa,53
Temple University,53
"Huazhong University of Science and Technology, Wuhan, China",53
Xiaohongshu,53
"Key Laboratory of Intelligent Information Processing of Chinese Academy of Sciences (CAS), Institute of Computing Technology, CAS, Beijing, 100190, China",53
"Northeastern University, China",53
University of Milan,52
Electronics and Telecommunications Research Institute,52
"SKLSDE, School of Computer Science and Engineering, Beihang University, Beijing, China",52
"School of Computer Science, Fudan University, China",52
University of Illinois Urbana Champaign,52
"MAIS, Institute of Automation, Chinese Academy of Sciences",52
"Department of Computer Science and Engineering, HKUST, Hong Kong SAR, China",52
CMU,52
BNRist,52
"Shanghai Jiao Tong University, Shanghai, China",52
Xiaobing.AI,52
"School of Electronic Engineering, Xidian University",52
State University of New York at Binghamton,52
"School of Artificial Intelligence, University of Chinese Academy of Sciences (UCAS)",52
CEA,52
"FAIR, Meta AI",52
"Computer Vision Lab, ETH Zürich",51
Shanghai Collaborative Innovation Center on Intelligent Visual Computing,51
"Key Laboratory of Digital Protection and Intelligent Processing of Intangible Cultural Heritage of Fujian and Taiwan (Xiamen University), Ministry of Culture and Tourism, China",51
"Department of Information Engineering, The Chinese University of Hong Kong",51
"Hangzhou Innovation Institute, Beihang University",51
University of California Santa Cruz,51
Autodesk,51
HHMI Janelia Research Campus,51
Korea Institute of Science and Technology,51
"Institute for AI Industry Research (AIR), Tsinghua University",51
Leiden University,51
"Hikvision Research Institute, Hangzhou, China",51
IDSIA,51
Google Cloud AI,51
"École de technologie supérieure, Université du Québec",51
"Department of Computer Science, University of Wisconsin - Madison",51
"Guangdong Province Key Laboratory of Information Security Technology, China",51
"School of Computer Science and Technology, Harbin Institute of Technology, China",51
"Department of Computer Science, University of Southern California",51
Services Computing Technology and System Lab,51
"Carnegie Mellon University, USA",51
Universität des Saarlandes,51
Tulane University,51
"The Key Laboratory of Cognition and Decision Intelligence for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China",51
"University of Chinese Academy of Sciences, China",51
"Institute for AI Industry Research (AIR), Tsinghua University, Beijing, China",50
"Korea Advanced Institute of Science and Technology (KAIST), South Korea",50
"Fondazione Bruno Kessler, Italy",50
"University of South Carolina, USA",50
Joint Laboratory of HUST and Pingan Property & Casualty Research (HPL),50
Baylor College of Medicine,50
"Department of Data Science & AI, Monash University",50
"Institute for Language, Cognition and Computation, School of Informatics, University of Edinburgh",50
